COUNTER, INTERPOLATED, RAW_CQ, AF3, F7, F3, FC5, T7, P7, O1, O2, P8,T8, FC6, F4, F8, AF4, GYROX, GYROY, TIMESTAMP, MARKER_HARDWARE, ES_TIMESTAMP, FUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL
124,0,1683,4161.15384615385,4207.17948717949,4169.74358974359,4166.15384615385,4171.02564102564,4169.61538461538,4161.15384615385,4200.12820512821,4161.15384615385,4170.64102564103,4176.53846153846,4147.82051282051,4160.25641025641,4167.30769230769,0,0,0.243393566342478,0,0.062148492783308,0,0,0,0
125,0,1203,4160.25641025641,4211.02564102564,4168.97435897436,4165.51282051282,4167.17948717949,4169.61538461538,4163.84615384615,4199.61538461538,4161.79487179487,4167.82051282051,4176.79487179487,4149.23076923077,4157.82051282051,4166.66666666667,0,0,0.251173786988656,0,0.062148492783308,0,0,0,0
126,0,3353,4170.76923076923,4221.79487179487,4174.23076923077,4169.10256410256,4168.33333333333,4173.20512820513,4171.41025641026,4207.30769230769,4168.84615384615,4179.35897435897,4175.64102564103,4155.38461538462,4169.23076923077,4172.17948717949,0,0,0.259054007634834,0,0.062148492783308,0,0,0,0
127,0,54,4173.07692307692,4220.76923076923,4172.5641025641,4172.4358974359,4172.05128205128,4171.66666666667,4166.53846153846,4211.66666666667,4171.02564102564,4180,4178.46153846154,4154.10256410256,4178.84615384615,4172.4358974359,0,0,0.267034228281012,0,0.062148492783308,0,0,0,0
0,0,1008,4168.33333333333,4213.46153846154,4174.35897435897,4170.89743589744,4168.84615384615,4168.20512820513,4160.51282051282,4207.17948717949,4167.30769230769,4168.97435897436,4183.07692307692,4155.64102564103,4175,4172.94871794872,0,0,0.27501444892719,0,0.062148492783308,0,0,0,0
1,0,3277,4162.4358974359,4213.20512820513,4167.69230769231,4167.05128205128,4165.89743589744,4170.12820512821,4164.48717948718,4201.53846153846,4170.25641025641,4172.5641025641,4181.41025641026,4153.07692307692,4166.02564102564,4170,0,0,0.282994669573368,0,0.062148492783308,0,0,0,0
2,0,2341,4160.76923076923,4217.30769230769,4164.23076923077,4165.89743589744,4166.53846153846,4172.05128205128,4164.61538461538,4198.46153846154,4169.10256410256,4175.51282051282,4174.23076923077,4151.66666666667,4162.94871794872,4164.74358974359,0,0,0.290874890219546,0,0.062148492783308,0,0,0,0
3,0,3081,4167.5641025641,4218.84615384615,4174.35897435897,4168.58974358974,4169.48717948718,4170,4161.53846153846,4201.53846153846,4166.28205128205,4175.12820512821,4173.33333333333,4154.74358974359,4167.17948717949,4169.35897435897,0,0,0.298755110865724,0,0.062148492783308,0,0,0,0
4,0,3555,4170.76923076923,4216.53846153846,4174.48717948718,4171.41025641026,4172.4358974359,4172.82051282051,4164.23076923077,4207.82051282051,4169.61538461538,4178.33333333333,4177.5641025641,4152.17948717949,4172.82051282051,4172.94871794872,0,0,0.306535331511903,0,0.062148492783308,0,0,0,0
5,0,3179,4169.10256410256,4217.5641025641,4172.30769230769,4169.74358974359,4172.4358974359,4183.84615384615,4170.25641025641,4208.58974358974,4171.15384615385,4172.17948717949,4177.17948717949,4155.25641025641,4171.02564102564,4171.41025641026,0,0,0.314315552158081,0,0.062148492783308,0,0,0,0
